name,date,rating,year,state,clean_review,len_review
Mario,2019-10-18,1.0,2019,IL,enjoyed the bookstore but when i went to get coffee and sit and read at a table it was like being stuck in a teenage  movie what drug are the starbucks workers taking they are laughing like they both just inhaled helium ate a handful of  gummies then took  wheres the manager people are trying to read,57
Kathy,2019-10-16,5.0,2019,OH,the starbucks in lakewood is nice and cozy but i like to see more tables than those lower chairs and small tables it makes hard for people to sit down who are seniors like me also i this the coffee should be free on refills ruth is such a nice and friendly person she even remembers your name i think starbucks is a good place to come to the music isnt loud and you can hear yourself talk thank you starbucks for making my day better service is good but bit pricing,92
Kayla,2019-10-09,5.0,2019,NY,great coffee great employees great experience i used to hate coffee but now im hooked thanks to the coffee gods at starbucks whenever theres a problem with my order they always refund me and im so thankful for that,39
Sharon,2019-10-01,1.0,2019,MI,i have been a loyal customer of starbucks for over yrs lately i have noticed my venti blond has a blah taste more like cheap gas station coffee it wasnt just me i asked several family members what they thought they verified it was gross coffee what happened i even tried several other starbucks same problem really starbucks do you think we wont notice when you hike the price of your coffee and cheapened your product i guess another good thing has bit the dust i can make my own gross coffee at home,94
Sherina,2019-10-01,1.0,2019,DC,i purchased  slices of cake and  had plastic in the middle i called starbucks customer service and was told i could be helped because i aint have a starbucks account ask for the rep name told her to give me district manager name and give him my information and she told me ill be better off taking back to the store and hung up on me i have pictures how can i upload them i always love starbucks cakes but now my brain not going to allow me to eat their cakes anymore starbucks customers service rep sucks treated me like i was not a paying customer,107
Jay,2019-09-30,5.0,2019,BC,i have been a starbucks customer for years the steadfastness of their quality service and coffee is second to none the proof of their standards is the years and years of proven service and customerfirst attitude they get my money because they deserve it period,45
Gaye,2019-08-30,5.0,2019,BC,i am a canadian who was recently lost and looking for a company in olympia washington my canadian cell phone was unable to help and the nav system in my car wasnt either so i went into a starbucks to get myself a much needed triple latte and ask if anyone could tell me where this shop was the store manager lacey  heard me asking a clerk if he knew where it was and the next thing we knew she was looking it up on her phone and offered to write out directions on how we could get there it was such a relief just to have the address and know that we would be able to find the object of our journey the store was in lacey as it turned out couldnt be more grateful for her kindness,139
Samara,2019-08-26,1.0,2019,NE,this was a drink i was really looking forward to trying its the new fad so of course i had to try it i only was able to stomach  of it and threw the rest away i felt sick to my stomach i took tums and they didnt help i thought i was going to throw up and ended up sitting my whole evening out because i was so sick and felt so horrible i would not recommend this drink not only is it not worth the price it isnt worth the stomach ache and pain never going to drink this again very disappointed,104
cathy,2019-08-23,1.0,2019,IL,i have been a consistent customer of starbucks for well over  years and have had some minor issues some i addressed others i simply let slide mostly due to my rapport with the management managerial staff and baristas but however my rapport is of little consequence after my recent experience at the hands of starbucks apparently they felt the need to take it upon themselves following a days regular purchase of my caramel macchiato with  espresso shots no foam at  degrees they then took an additional  stars from my rewards  consecutive times on the same day ,96
Kathy,2019-08-09,2.0,2019,OH,i went in to the new starbucks in lakewood on detroit ave people bringing their dogs in to a good service area i can see if it was a service dog thats different and ali no mirrors in the bathroom they should give free refills on coffee with the price they charge for coffee panera bread gives free refills they should have a senior discount for people that cant afford starbucks prices customer service was okay kathy,77
vincent,2019-08-04,1.0,2019,GA,they charge  for a chai tea latte and does not train the employees how to make them each store make it their own way horrific experience today at a starbucks in riverside ca they literally give me boiling milk i asked them to add more tea then the lady in the store asked me you want more syrup how the hell a customer know you are using a secret syrup to make chai tea latte i repeatedly asked i need more tea of course she got angry i have to walk away with the boiling milk first of all you make the worst chai tea latte still i am drinking it and you make it worst dont exploit customers like this hopefully somebody sees this and take necessary action,129
Christopher,2019-07-31,1.0,2019,TX,bought the cocoa cloud in a couple of locations and man what a waste of money the last drink i got was  foam this has been the trend pathetic especially since we are paying full price for the drink which is over after a couple of sips,47
Sunhee,2019-07-15,1.0,2019,Other,i was a regular customer ended up hating starbucks due to their poor customer service and unkept promises let me write down what i have gone through  collected stickers  beverages to collect  plannerorganizer completed  sets  i have redeemed  of them by february their stocks were low and choices were limited the barista told me to wait for restocking for more choices  by march there were zero stocks and i was not able to collect  planners baristas told me two choices a wait until may or b get  php   usd for each set i decided to wait knowing that i have collected these stickers for the plannerorganizer i have spent more than php per set and it does not compensate me with php,122
Akassh,2019-07-07,1.0,2019,NC,i reached out to starbucks customer service centre on  to  occasion and they will reward me with  card or free coffee but not solving the issue on the ground issue  when you ask for tall and pay for tall but you end up receiving one half or less this isnt about one location this at multiple locations within charlotte nc and richardson tx learning  its top down message to reduce the quantity without letting customer know else why is it same across multiple locations option  every time you buy request server to fill the cup up but doesnt work every time or  shift to other coffee brands question  is there anyone also feeling the same with reference to quantity or not personally  seems i am done with starbucks as i dont believe money is the solution its more about experience quality and quantity promised,144
Robert,2019-07-07,1.0,2019,TX,treats customers rudely and insensitive to common moral fabric values i cannot believe the company can treat people so rudely just because of the way they were dressed because they didnt agree with their ideas and image give me a break i thought starbucks was supposed to be a welcoming place the coffee is served too hot and tastes burned it is overpriced,64
Emily,2019-07-05,2.0,2019,FL,my daughter and i came in here two separate times i specifically asked for them to add extra sugar for her passion fruit lemonade they said they would both times they didnt we wont be going back im not into wasting money,42
Forrest,2019-06-10,1.0,2019,UT,i then called and tried to activate and i was told that i needed to go to the location it was purchased to use first of all its in a different state and i dont know what location it sounds like a dumb business practice normally you get a gift card and you go to their location and use what money is on it it was prob only  to  but who knows the card is now trash very poor policy for such a large corp,85
Susie,2019-06-07,1.0,2019,TX,i have exhausted my efforts to get my chase starbucks rewards from my new starbucks credit card per the original promotion i was to get  starbucks rewards after i spend  i of course complied and chase says i got my  rewards but nothing in my starbucks account i called emailed in april and again yesterday both times a complete run around chase blames starbucks and starbucks blames chase im sick and tired of this runaround chase rep even told me to call starbucks rewards elevation team and even he said it was chases fault and there is nothing he can do what the  im tired sick of this runaround i want all my interest on this stupid credit card refunded my annual fee refunded immediately,125
Swetha,2019-06-01,1.0,2019,CA,very bad customer service the person who takes order does not smile and is rude i asked if an over the counter sandwich can be heated and she rudely responded no with stern blunt voice no apology whatsoever i also asked another person working at the bar for water he said one minute plz and then ignored me and started walking around the kitchen for  minutes or more finally i went back to the order area to order water the new barista was polite and addressed the request overall very rude staff worst staff ever seen at starbucks no outlets either this experience has made me never go to a starbucks again ever specially after the horrific thing they were in the news for i usually dont believe everything that they say in the news but given my own personal experience i think this starbucks at cypress park los angeles ca has racist staff,154
Danita,2019-05-31,5.0,2019,FL,this tuesday i had the most horrible experience with renting a car at the orlando airport through orbitz and alamo when i stopped at the starbucks to get something to drink and rethink what i was going to do in my situation i was on the phone with the orbitz manager who was completely useless and the cashier at the starbucks in the airport overheard the conversation and decided to be helpful thoughtful and she saved my faith in humanity i was on the phone arguing with the manager at orbitz and ordered my drink i went to put my credit card in the machine and she said youre all good i was already upset with everybody else i had ran into so i almost bit her head off thinking she was incompetent for not charging my card ,138
E. F.,2019-05-22,1.0,2019,MO,it was bad enough when your birthday reward was only good for  days this year its only  everywhere else you have around a month its like theyre afraid youll actually use it its just bad customer service,37
Rhonda,2019-05-20,1.0,2019,NV,i placed an order through the drive thru at starbucks on sandhill and flamingo in las vegas   am the order was correct but the problem is the person at the drive thru is handling money she put her hand over the cup lid that i will be drinking from i wonder if this is done on purpose because the person before me  didnt have the drink handed to them like that out of the drive thru im a person of color and this is about the third time this has happened ive either had to have them make me another drink or i just threw out the lid also a receipt wasnt given to me its unsanitary practice with all that is going on across country with this company i would highly recommend going to a different coffee company will never go to starbucks again,145
Bill,2019-05-20,2.0,2019,WA,once thought starbucks was a smart company but not anymore customers are not so stupid that they dont notice the changes reducing the rewards program making store environment bad enough to discourage staying less seating and loud noise level cuts to service products stores bummed out employees low inventory on shelves crappy sugar drinks and food and more ive cut my visits by at least  and so have others i know keep it up and in time a competitor will step in andor customers will discover other options sorry to see the old ways go but maybe this company has seen its day sold your stock dont believe you care about customers short term a go cheap strategy may look good but long term lost customers will drop sales buh bye starbucks youre becoming just another ordinary place that is taking more than it returns in service and product,149
Kelly,2019-05-11,1.0,2019,OR,the service at the fred meyer store at  se nd dr store in clackamas oregon location is so abysmal and toxic i have decided to not come here anymore the staff is angry and rude today they left the an ingredient out of my caramel white mocha so it didnt taste right i do not believe this is a mistake instead they cheated me in a petty act of retribution for reasons unknown to me they may have a personal problem with me i dont know i am a frequent customer but even if they dont like me that is no excuse for their unprofessional and childish behavior i am only guessing at the reasons for their rudeness but it is worse every time i come in i am assuming it is personal but whether it is or not i doubt that im the only customer with a problem with them this sort of staff problem always starts at the top with the store manager,165
Trace,2019-05-05,1.0,2019,TX,i havent had starbucks in a longgg time but the time i went today i got a caramel frappe and when i got home noticed it was some sort of chocolate drink i was really craving starbucks today thanks,39
Mel,2019-04-30,1.0,2019,CA,when starbucks changed the rewards to stars they eliminated the unlimited free purchases now if you order more than one item you dont get the discount on multiple purchases as you did with the old rewards program and there was no notice of any kind advising that the unlimited free purchase had been either planned or discontinued matter of a fact when i complained to starbucks about this bait  switch all i got was a bunch of mumbo jumbo double speak legalese it appears that starbucks mo is now screw the customer they apparently havent learned anything from their last two publicity failures buyer beware use up your star rewards as fast as you can,115
Gord,2019-04-27,2.0,2019,AB,just became aware of the new rewards program that once again requires more points for the same free item no spin will change the facts that they are again making it more difficult to achieve reward benefits am now having nd thoughts about continuing to frequent starbucks between unreasonable and uncompetitive prices and now reduced rewards will probably now go elsewhere,61
Mary,2019-04-24,1.0,2019,NY,i purchased a starbucks tumbler and used my starbucks card i put it away for summer drinks as  oz of hot coffee would buzz me to bits last week i went to starbucks and had them put an iced coffee in there this week i made my own and i was drinking it and noticed that the cap didnt stay closed i drank and the next thing i knew i almost choked on a piece of plastic which fell into the tumbler it scared the life out of me  choking hazard  who knew i called starbucks and they said the only way to return it was with a receipt which i didnt keep since i used my starbucks card ,119
Mrs.,2019-04-11,1.0,2019,NY,not one good review on this page doesnt surprise me i called customer service before deciding to leave one myself they didnt help so here i am leaving a review ny customer service at starbucks i guess is no different from the ones on this page from denver nc california pa ga canada nj oh ks va tn ut sc wa etc im sure the rest of the  states are here somewhere if i kept reading seems like starbucks is not only on a roll for the worst customer service nationwide but for the decision to making customers wait even longer for a bagel or muffin that you dont even want toasted or buttered or for that matter baked which seems like what they might be doing for the length of time you are actually waiting for it ,138
Linda,2019-04-04,1.0,2019,CO,starbucks has the worst customer service in two locations in denver th and federal and th and colorado blvd in denver colorado and they always get the order wrong what i dont understand is if youre gonna want to work with people do it right when you screw up an order own up to it we as customers pay a lot of money for something here at starbucks please get better,72
M,2019-04-02,1.0,2019,MA,long time customer however i starting noticing about their reward programchallenges etc so i joined in a few times when it thought it was worth it anyway  time in one year i did complete the challenges and they manage to steal the stars points and i got nothing which its sucks because if you win something or promise something you should keep that promise and pay up i called customer service it was awful of course not help to me at all anyways dont trust them or believe everything they says not cool,93
adam,2019-03-26,1.0,2019,Other,i am a regular customer to one of your branches visiting the branch average  times a week and work from there for  hours average i have notice sarcastic actions but couldnt have something confirmed since the staff use to talk in their own languages when they make the jokes yesterday march i was in the branch and when i ordered a salad and went back to my place he started making fun about how can an over weight person order a salad with another customer saying i must have ordered it by mistake and that i will be ordering a fried stuff later and kept laughing about it with his colleagues and customer while i was leaving he started to joke that now he must be going to the gym after taking his salad rude staff and no management to control their action,143
Cesar,2019-03-20,1.0,2019,NE,the staff here have no clue how to make coffee they always get my order wrong when they do not know how to make a drink they make up the excuse they ran out happens every single time i am so furious that i pay for service and never get what i ordered,53
Allison,2019-03-18,1.0,2019,FL,the drink was completely incorrect the drink was an entirely different product than what was ordered it also lacked sugar when the mobile order specified in several places to add sugar the drink also lacked fruit even though the order called for it also the drink was filled with ice when it was specified to not have ice the only thing correct about the drink was the size which not even this location could mess up overall i would not recommend this store or return,85
Basim,2019-03-11,1.0,2019,Other,very very bad i ordered mocha from south kensington branch today and gave very bad stomach pain this has happened to me few times during the past few years at different starbucks locations in london the prices are getting more expensive which is ridiculous another bad thing happened at starbucks slough branch i had to wait too long in a very slow moving queue of people and my order was not made as requested at the end employees are idiots as usual starbucks customer service is absolute rubbish starbucks must be shut down and definitely not worth the amount of money it currently has,104
Melody,2019-03-08,1.0,2019,AZ,my first time visiting this particular store and my last starbucks purchase i went to the drive thru and my debit card was pulled out of my hand along with grabbing a couple fingers i dont know if he heard me but i said please dont pull my card like that too late while returning my card he put it between his two fingers like he was a card dealer in vegas he flipped it out the window and on to the ground i picked my brand new card up out of filth if he did that in a store  miles east of there hed be fired on the spot multi millionaires dont put up with that come on people get your caffeine fix at a convenience store down the street i am i work too hard for my money and have too much respect for myself to be treated like that,152
Christie,2019-03-02,1.0,2019,ID,i was unaware they charge extra to change the type of milk or to put it on ice i can see extra fee for shots of espresso but it should be stated so you know about it be upfront about pricing list of on the menu,46
Heidi,2019-02-04,1.0,2019,IL,i added money to my starbucks rewards card two days in a row in store it has been  days and i have contacted customer service several times the customer service automated number is useless if i cannot speak to a real person the corporate office finally gave me a person sadly the issues is not resolved on their end how is it possible for such bad customer service for such a huge company,74
Christopher,2019-01-30,1.0,2019,Other,went to the linwood shop with my wife ordered two cappuccinos hers didnt taste of hardly any coffee mine was supposed to be a double shot just tasted sour without doubt the worst starbucks experience in my life felt sick didnt finish my coffee also felt robbed and cheated wont ever return ever,53
Joseh,2019-01-26,1.0,2019,IL,sb had a streusel blueberry muffin that was perfectly good in summer of  they changed the recipe completely the current ones have no yogurt or honey are way too sweet to the point of being gummy on top gross actually three baristas have commented the same bring back old ones,50
Anastasia,2019-01-26,1.0,2019,CA,let me first say this never in my life have i ever been so humiliated embarked or angry i was in the drive thru at the fulton and el camino starbucks myself and my  children my  year old having autism and one of their friends in my vehicle stopped to get my mom some coffee on our way to visit her at the hospital when my  year old became very agitated being that the line was long and not moving very fast he can only be in his car seat and in the car for short periods of time before he goes into a complete panic mode he becomes very scared and next aggressive with that being said the arose a problem in the back seat between two of my boys which went on for seemed like forever,138
Jonathan,2019-01-24,1.0,2019,NC,the fact that you dont even allow a one week grace period to use birthday rewards now is the stupidest thing ive ever heard and its not right starbucks is so money hungry now that you dont even let me decide when i can go get my free coffee whats next are you going to have to use your regular rewards the day you get them after youve already gotten coffee that day the way starbucks ruins the free rewards more and more every year is making me dislike starbucks as a company and makes me never want to go there again,102
naryman,2019-01-24,1.0,2019,ER,i thought a global brand as starbucks setting extremely high beverages prices would be at least concern about their reputation quality and hygiene yesterday morning i decided to get the cold lemon mint drink from starbucks branch in city stars mall in cairo egypt as i was drinking my stomach started to get upset i checked to find out living worms in my drink,64
Francois,2019-01-18,5.0,2019,CA,aside from great drinks and good food the service has to be the best ive ever had at any starbucks store ive been using starbucks since  all over this country and this store has the best service of any other store i have and will always recommend visiting that store,50
84euni,2019-01-09,2.0,2019,CA,i came to the starbucks on mountain and foothill in upland the store is usually clean this time both the bathrooms needed cleaning and stocking of supplies one had urine all over the floor the trash bins also were overflowing i told the barista and said he would let his supervisor know ok well  minutes later still waiting for someone to go in and clean them,66
Jeanne,2019-01-08,1.0,2019,NC,im not sure whats up with the distribution center for the starbucks in north carolina specifically from concord salisbury all the way up to winstonsalem but if you want any of your favorite sandwiches or flavors or even water you will be told they are out because the distribution doesnt supply the stores im told that since the christmas specials starting back in november most people couldnt get the holiday favorites because the stores didnt received supplies in all the local stores i dont understand how you run a business when your distribution center cant supply the local stores with items that people want to buy like pay cash and enjoy the products oh isnt that what business is about serving the customer and receiving the money,127
Antonia,2019-01-01,1.0,2019,PA,went to redeem a gift certificate at the store and imagine my surprise when they said they had no decaf coffee a coffee shop that has no decaf on top of it the barista was extremely rude never again,39
Vlad,2018-12-19,1.0,2018,GA,starbucks phipps plaza atlanta store demonstrates consistent poor customer service and product knowledge associates are mismanaged poorly trained and exceptionally impolite on my last visit i ordered my usual doppio macchiato instead i received a plain doppio the associate had no idea that expresso temperature is expected to exceed  degrees f it was difficult to receive the refund on my payment and no one offered to rectify the mistake in a manner that would alleviate the tension not the first time an extraordinary display of the systemic mismanagement,88
Cathi,2018-12-19,1.0,2018,Other,my sweetheart and i went into our neighborhood starbucks to get a coffee we were standing waiting to be served looked at the food on display and noticed there was flies landing on the food and flying around we pulled an employee aside and gestured towards the food and he said yes we are aware and its just a display we are not serving any of that to the public we were satisfied with that response and not more than  seconds go by and we witness a barista taking food out of the fly infested case put in oven to warm up for the public,105
Michael,2018-12-07,1.0,2018,NJ,the manager said i stole some chocolate i said no i did not miss she said yes you did so i say write a letter of apology then i will let you search my pocket she signs the letter then i let her search my pockets she is not supposed to touch me but she checks my pockets nothing so she calls me names including a  and hands me the letter i now have proof of employee misconduct manager at starbucks jersey city behind newport mall by the water and all i wanted was a cup of coffee my day was the worst day ever,105
Susan,2018-12-05,1.0,2018,OH,after being given a stale bagel to eat i called customer service to be told they wont give me my money back because i already was given a credit the other day for a incident at a different location be careful they dont care if your food is old and stale now i have to wait for someone to call me to go thru this entire thing again to get my money back what a joke,76
carrie,2018-12-02,1.0,2018,KS,i get severe heartburn and indigestion with  cup of coffee i changed brands no more heartburn and indigestion yeah so if you get heartburn and indigestion it could be from their coffee i had to change brands,37
Brian,2018-11-29,1.0,2018,CA,i downloaded the starbucks app for the first time earlier today and i did not realize that they automatically had me choose to purchase a starbucks card service and they automatically uploaded  from my debit card into the starbucks card account i bought one tall size cold brew today which it cost  which leave me a total of  in remaining balance i called later today to cancel this scam starbucks card service and they will only refund me  back to my debit card ,83
Marlon,2018-11-28,1.0,2018,CA,prejudiced and harassment by consumers and staff  today in the  am hour meeting with my best friend christine  an incident occurred that should warrant me to file a police report of a sexual assault nature this occurred at starbucks on thmarket st a young asian kid licked his tongue at me as if im some kind of woman after i questioned him staring at me gutsicken by this they also had panhandlers and an exciting crowd causing confusion and chaos as if it was i being betted on at a race track they also had panhandlers and an exciting crowd causing confusion and chaos as if it was i being betted and wagered on at a race track,118
Jessie,2018-11-22,5.0,2018,LA,i was pregnant when the violet drink came out i got this drink nearly every single day when i was pregnant and now i crave this drink im not a coffee drinker so this drink keeps me coming back time after time,42
John,2018-11-19,1.0,2018,VA,half the time i dont get bonus stars like i shouldand have to call starbucks customer service after wasting about  minutes each time i might get the stars i earned starbucks is expensive and purchasing the drinks required to earn rewards will quickly mount up ive decided to blow off their stupid bonus star challenges and only go to starbucks if and when i desperately need an espresso,68
Teresa,2018-11-16,1.0,2018,TN,now for the third time money loaded on starbucks app has been used by people in other states to my unknowing until im ready to use my preloaded card on app and find there is no money each time i have to wait for starbucks to do investigation sometimes it never gets done i just have to remind starbucks that im waiting for card to be reloaded i was told this time that new policy is to send out a new card ok now i got to wait even after  days for a card to be mailed to me each time the incident has happened i have been told a different story not only do i have to call starbucks to remind them that they dont give me my bonus points i have to call them to see where my money disappears app sucks starbucks sucks,146
Albert,2018-11-15,1.0,2018,PA,the montgomeryville pa store is terrible i tried to buy a sausage breakfast sandwich today at  am they were out of sausage sounds like poor management to me i canceled my order and will not do business again with them,40
Meredith,2018-11-12,1.0,2018,UT,ive been going to starbucks for about  years i dont know whats going on with these utah stores but none of the stores make the coffees the same i go to clinton clearfield layton layton smiths clinton smiths riverdale ogden and farmington i order the same thing throughout the year and the same christmas flavor every year until they run out more often than not the past  mos my coffee tastes gross i am paying premium price for crap the beans are burnt with a horrible aftertaste they dont add flavor it tastes like milk with water or its not at the kid temp i order it at only one store has gotten the christmas flavors right this morning i went to the only store  south and state slc that has made my christmas flavor right and my go to right ,141
Kristie,2018-11-09,1.0,2018,CA,i have enjoyed starbucks for years as well as the free wifi currently i am homeless and utilize the free internet starbucks on foothill blvd in pomona california provides until now starbucks has called the police on myself and my boyfriend several times i assumed for being in the parking lot a little too long or because our van is a bit of an eyesore with all of our things piled on top ,73
Cynthia Luz,2018-11-05,1.0,2018,CA,this starbucks location has the worst customer service out of all the locations in palm and beyer san diego ca  i been starbucks for years and now is time to say good bye i noticed that employees are overwhelmed and they take it against customers i noticed that they are unhappy stressed and i dont want that negative experiences anymore im tired of been getting wrong items and if i placed a mobile order that has been taken away by another customer or by a homeless starbucks needs to come up with a better plan to keep business running customers but the most important thing is to keep employees happy and motivated in order to provide customer service and focus on their duties im deleting my starbucks app because i rather buy my espresso machine and make my own coffee from now on i want to enjoy my coffee happier thank you,152
Bryer,2018-10-03,5.0,2018,AZ,this company has earned its popularity by maintaining a great quality business starbucks holds a welcoming environment is widely available and serves a variety of menu options starbucks has a unique modern style starbucks creates a place fitting to the environment giving them a truly natural and positive vibe locals are most likely to feel at home at their surrounding locations the employees at every location always fit in perfectly as well the alternative styles and quirky personalities of starbucks employees make for authentic coffeehouse vibes ,86
Lesley,2018-10-01,1.0,2018,UK,wont be back never again have always got a baby chino for my grandson asked for one this morning to be given a miniature cup with about a spoonful of milk the rest was foam asked if i could get the cup topped up to then be charged  for a wee drop milk staff very unfriendly asked if i could get fruit toast for my grandson and if the pieces could not be end pieces as they are too hard for him to chew what did we get end pieces so the toast didnt get eaten because it was too hard for him to chew back to costa for me,110
Becky,2018-09-28,1.0,2018,CA,i went to our new starbucks the other day my first time as i usually go to dutch brothers a friend asked me to meet her there her first time too i wonder why you still ask peoples names when you cant get it right why dont you just give us a number well they called the wrong name then let them sit on the counter untill we got impatient when i went to investigate i found two cups sitting there i want to also say there was only three people in the restaurant and we sat directly in front of the cashier so she could see that we were sitting there drinkless for an unusually long time,118
Trevor,2018-09-25,1.0,2018,Other,do not drink at starbucks st leonards ringwood i was fined  for parking there for  mins because they were slow serving drinks and lunch my friend and i met there for coffee and lunch as we often used to do but no more we were encouraged to stay longer and have another drink only to be fined for overstaying the car parking by  mins you are only allowed to stay for more than mins and that is out of the car park within  mins i visited the store and they said appeal the fine i did this the parking company refused the appeal as they only care about getting money and just threatened me with charging more and taking me to court do not go to starbucks you are only allowed to stay in the cafe for less than  min or they fine you ,144
Nada,2018-09-16,1.0,2018,CA,our  years old daughter had a green matcha drink at the starbucks in planet hollywood resort and casino in las vegas and got sick after drinking it she asked for her drink to be made with coconut milk since she is highly lactose intolerance after finishing her drink she starts complaining from a terrible stomach ache she threw up almost  times and went to the bathroom numerous times within  minutes that drink was the only and st thing she had consumed that day after the intensive episodes of throwing up she turned pale her lips were blue and she was freezing cold shaking screaming from her abdominal pain she said that it feels like a food poisoning episode or maybe they have put milk in her drink instead of the coconut milk the music was so loud in the hotel that theres no way probably the and please will hear the order correctly for something was wrong with the drink that she had food poisoning,165
Colbi,2018-09-07,2.0,2018,MO,recently i have noticed that there are new blueberry muffins at starbucks stores these muffins are gross sorry to be so blunt but i really enjoyed the old ones with the delicious crumble top the new ones honestly taste cheap and the tops have big pieces of sugar on them which taste awful my favorite part of these muffins were the tops and these new ones just dont work thought starbucks was company that valued high quality products and theyve really dropped the ball on this,86
B,2018-09-04,1.0,2018,CA,my daughter and i went to our local starbucks  at  governor drive san diego ca at  noon today there was no one in line several people were sitting at the tables the employee at the cash register was a woman who repeated over and over that she is in her fifties years old she was extremely loud and rude to us in front of all the many other customers i asked her for two cold matcha lattes no ice she said our drinks would be this far from the top of the cup and she held her fingers up to show about a couple inches i asked her why she said in a very loud annoyed tone because the ice makes up part of the drink and if you have no ice then thats how much less drink you get then she said in a very annoyed loud tone again otherwise you have to get more milk and i have to charge you more for that,166
J. K.,2018-08-30,1.0,2018,SC,i very rarely drink coffee so im very particular i only order two things from starbucks hot chocolate when its cold or a double chocolate chip frappuccino i have been ordering this same thing for years but the last  times my frappuccino has been wrong and each time they have told me something different first time i politely went inside and told them that i didnt like my drinkguy apologized said he accidentally made a java chip frappuccino and made me the right drink my drink is actually a lighter color than the wrong one second time same store again i dont like my drink im polite but this time im told they accidentally used roasted coffee making the drink stronger he remakes it again its a lighter color and everything is fine ,133
terry,2018-08-03,1.0,2018,WA,between july    aug   ordering many tall lattes for the current starbucks dash promotion out of  tall no foam lattes ordered in the drivethru received  with foam  had to send  back got home  saw th one had foam and the coffee was  from the top of the cup have repeatedly sent email complaints to sb about this happening at this store for months prior and occasionally get a free latte or a couple of dollars credit offending sb store west bakerview avenue bellingham wa the last  wrong latte orders were fixed by the same blond ponytailed late s girl irritating  ripped off  cups not full holds up the rest of customers in the drivethru while remaking to my right order irritating waste of my time  disrespectful to all customers store manager needs to be replaced with a manager who will provide good customer service and drinks customers requestpay for,148
Thasha,2018-07-18,1.0,2018,GA,your mocha tastes like someone defecated in my cup and didnt even bother to warm it up before the racist incident i couldnt stand you all and the pretentious fools who think drinking dirty water is hip because it has a logo on it im sticking with caribou coffee,49
Maria,2018-06-27,1.0,2018,PA,just wasted hours today trying to unsubscribe from starbucks which i would never subscribe to as i hate coffee first my online unsubscribe failed due to an error on their site next i sat in their online chat queue several hours and when i was finally number  they logged me out this situation can be avoided by sending a simple confirmation email before putting any email in their subscription list no excuse for this i think they did this on purpose  spammer,82
Mary,2018-06-17,1.0,2018,MD,hi i had a very bad experience at the starbucks on  east pratt street baltimore md at  pm on  i asked for a cup of water and the young man behind the counter went off on me he said they were closed and that he had a long day and doesnt have time for this the manager told him to give it to me while he made it he continued to be hostile and belligerent im still in shock,79
David,2018-06-16,1.0,2018,CA,i visit various starbucks stores in my neighborhood of del mar ca virtually every afternoon for an ice tea and a moment of relaxation to read and research i am a wellknown international businessman with an excellent reputation yesterday while siting on the patio of the del mar heights store  del mar heights rd ste a san diego ca  i was verbally accosted by both the store manager  and a man that i understood was an employee of starbucks the manager was in the midst of filing a report with a security guard at the shopping center when i walked up and asked if they were aware of an incident that i just experienced outside the manager then said that i was a  old  man a  and that i go there every afternoon hoping to get lucky,137
Keith,2018-06-10,2.0,2018,CA,increase on cup of coffee june   spoiled my daily intake habit of purchasing the tall small cup of java for   is too much already and i was a gold carder goodnight to the sbucks because its just not really worth it theres other coffeeplaces  get adventuresome and brew thy own at home before leaving every morning as alternative i wondered why i was forking up the increase to the card more frequent during the past couple of weeks duhh i never thought there was an increase and thats all i get there or that was what i always looked forward to and in this case making my owns more like it anyway just my own  cents noting on the increase to farewellit,122
Christopher,2018-06-05,5.0,2018,WA,starbucks on the ave in the udistrict is a big a for our community their service food and beverages are top of the line i love going in there to have some coffee and sometimes food and visit with friends,40
M.,2018-05-31,2.0,2018,CA,i know many gift cards are not refundable but when there is a statement on the back of starbucks gift card package as refunds only provided for unused cards with the original receipt printed i would expect there was a system in place to handle that but i found that was not the case i accidentally grabbed a gift card with wrong amount at safeway i tried to return it right away but safeway said they did not give refunds for gift cards i called starbucks and was told safeway should and i needed to talk to the store manager back at safeway i was told i needed to talk to starbucks customer service manager starbucks should change its policy to gift cards are not refundable,126
Nikcko,2018-05-22,1.0,2018,IL,spent almost  at starbucks and didnt gave me my rewards been a gold member on or before year  but representative said theres nothing they can do i emailed the corporate  to  times but got nothing what a poor communicator,39
Shelley,2018-05-17,5.0,2018,CA,this store fremont  wilson starbucks in cali is my favorite and they always have things right the customer service is great and so are my drinks i drive past  starbucks that are closer to me to get to this location thanks to the amazing customer service,46
Jason,2018-05-10,1.0,2018,WA,with all the talk in the news about torture i decided to google a video on waterboarding sadly the first thing i see is an ad for starbucks its very disturbing to see these images affiliated with starbucks please be more selective about where you spam people,47
Sheryl,2018-05-07,1.0,2018,NJ,i am very upset with my experience today i ordered a americana at the drive through at a very slow time i paid lady with app and then she disappeared i waited extra long and then a man came and handed me my drink after someone else was behind me on the drive through when i picked up my drink for first time while driving the lid popped off and the coffee spilled on my hand burning it my lap my envelope i was mailing with a check my car and car seat i am lucky i did not get into an accident i called store and spoke with manager to tell her what happened i am very offended by her response she said sorry and explained how it could not possibly be their fault because they triple check the lid obviously they did not and i should not have had to argue with her ,155
